iteration,best_ndcg,best_book_ndcg,best_revenue
1,0.42213538361807357,0.4447305624557688,0.41306641139166805
2,0.42213538361807357,0.4447305624557688,0.41306641139166805
3,0.42213538361807357,0.4447305624557688,0.41306641139166805
4,0.42213538361807357,0.4447305624557688,0.41306641139166805
5,0.42323212422836953,0.4446443215922934,0.4082723746689797
6,0.42323212422836953,0.4446443215922934,0.4082723746689797
7,0.42323212422836953,0.4446443215922934,0.4082723746689797
8,0.4250163698385007,0.4472147121805379,0.41259589866993485
9,0.4250163698385007,0.4472147121805379,0.41259589866993485
10,0.4250163698385007,0.4472147121805379,0.41259589866993485
11,0.4250163698385007,0.4472147121805379,0.41259589866993485
12,0.42514615070153877,0.45004107779783487,0.417337858767137
13,0.42514615070153877,0.45004107779783487,0.417337858767137
14,0.42514615070153877,0.45004107779783487,0.417337858767137
15,0.42514615070153877,0.45004107779783487,0.417337858767137
16,0.42514615070153877,0.45004107779783487,0.417337858767137
17,0.42514615070153877,0.45004107779783487,0.417337858767137
18,0.42514615070153877,0.45004107779783487,0.417337858767137
19,0.42514615070153877,0.45004107779783487,0.417337858767137
20,0.42514615070153877,0.45004107779783487,0.417337858767137
21,0.42514615070153877,0.45004107779783487,0.417337858767137
22,0.42514615070153877,0.45004107779783487,0.417337858767137
23,0.42553208157976585,0.4491267503887967,0.4168599080015264
24,0.42553208157976585,0.4491267503887967,0.4168599080015264
25,0.42553208157976585,0.4491267503887967,0.4168599080015264
26,0.42553208157976585,0.4491267503887967,0.4168599080015264
27,0.42553208157976585,0.4491267503887967,0.4168599080015264
28,0.42553208157976585,0.4491267503887967,0.4168599080015264
29,0.42553208157976585,0.4491267503887967,0.4168599080015264
30,0.42553208157976585,0.4491267503887967,0.4168599080015264
31,0.42553208157976585,0.4491267503887967,0.4168599080015264
32,0.42553208157976585,0.4491267503887967,0.4168599080015264
33,0.42553208157976585,0.4491267503887967,0.4168599080015264
34,0.4264797710758653,0.4507460514656682,0.416093739806881
35,0.4264797710758653,0.4507460514656682,0.416093739806881
36,0.4264797710758653,0.4507460514656682,0.416093739806881
37,0.4264797710758653,0.4507460514656682,0.416093739806881
38,0.4264797710758653,0.4507460514656682,0.416093739806881
39,0.4264797710758653,0.4507460514656682,0.416093739806881
40,0.4264797710758653,0.4507460514656682,0.416093739806881
