id,iteration,on_pareto_front,ndcg,book_ndcg,revenue
10682ce2-41fa-445f-b57a-0681da86f0ad,13,False,0.434048912902386,0.4598856891418129,0.4251373644175731
11bcc6d5-d944-4d01-9740-dc76f9b40d7b,0,False,0.42182047536787276,0.4462294883733492,0.4092006753268784
2cee7554-5a03-4af2-8aaa-ad364b39fd7e,14,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
346fdc4e-b061-4362-8024-482d74a91210,8,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
3cef34aa-2e3b-4cf3-b48e-28b4637bf625,45,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
5147a929-4d16-48b2-a86e-07bf0a6617b4,12,False,0.432606984873548,0.45694974957836776,0.42466420054640297
52200280-c8d8-403a-bb2d-ac39cb77ac89,28,False,0.4322313845602812,0.4580041472000723,0.4254849127334388
57f0d96e-8894-47bc-ab80-6deeaf768f31,26,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
586530dd-23dc-495c-afcc-7ca2c03e4201,42,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
58732482-d833-4904-9c96-88dcc1615cfa,1,False,0.4313373666691456,0.4559906358856738,0.4192763822481342
5d1aa5bd-c752-4dc7-b5eb-f84c0b0b39b4,40,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
5ec16c99-e81a-42c9-8c6c-9d37c632cf5e,9,False,0.43434603423271867,0.458942550589548,0.42856399066146067
62493543-4586-4453-bfb4-248bc411ee5a,24,False,0.4315011487519102,0.4556221665481789,0.4246400652380458
675e58be-1532-41c1-bc55-af51c42e95d5,46,False,0.4341397385126106,0.45891708099131795,0.4257903346033061
69f3918f-1fc0-4170-a0d7-31971c57ab3e,21,True,0.43468678327010846,0.4604294325443265,0.4253262873920631
6cfb897b-9986-44c1-8c10-3eff45a420ef,11,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
7389c19f-fc30-4a20-98e3-57fbfe7ccfe3,4,False,0.42946476747255974,0.45603123894587927,0.41697460573352096
769d846e-3b87-4434-90d9-d0b990c19132,19,False,0.4344039354230023,0.4596120196962661,0.42625652107781076
789584d1-83e3-483e-89c8-70656700e2fb,5,False,0.43399168112191183,0.45931330258560876,0.4256735780795894
7924c58c-744d-42d7-9cd2-3893519715a5,3,False,0.4299056122600202,0.4541944985517453,0.4178927977057435
7e33e53b-c578-4320-9517-7fcb8d770a47,6,False,0.4344039354230023,0.4596120196962661,0.42625652107781076
83819320-3a0c-4c55-8d52-efd343f78e9e,25,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
87f78e3e-25b2-40c4-a4bf-91505c949cd9,10,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
8c8a9b8c-893f-4cb9-8161-0e3750767a82,49,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
8d26ced9-25aa-49c5-9f01-e9f08c822b00,42,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
90b3039b-b235-4b82-8649-028c2ebf6ae6,8,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
95d8f67a-525a-4715-b2b8-e53c471c27e7,7,False,0.4318481751780176,0.458364572762571,0.42876636739215923
a23229c2-26d1-4262-9c2d-c168194ce7ec,6,False,0.4344039354230023,0.4596120196962661,0.42625652107781076
aa169f65-6c12-4712-bafa-56b007177481,11,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
b32ae704-d04b-4279-9b37-c5adb7f85a40,15,False,0.43257166214649,0.4583859668913288,0.4276760528600681
b447c734-1ed0-4b71-ad2b-12dd9241f9ab,32,True,0.4339952616075784,0.46010680314378655,0.42950058720350565
c1c6dcdb-e4bb-41d5-914d-02ef4ab5a499,50,False,0.43309046680433355,0.45919406366537946,0.4246127884811678
c2ecdaaa-9df5-4a91-adf5-06fa2066946a,21,True,0.43468678327010846,0.4604294325443265,0.4253262873920631
c79deb11-2026-45b7-a1e9-1ddef32450c7,48,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
d585ebdd-7e54-45fc-9d72-62f3b4d79b97,40,True,0.4356379553999852,0.4595446298650472,0.42585026837722084
e0fbd5d2-0d04-4d8c-a8a9-942df56edbe5,43,False,0.434428936579943,0.4592082533437249,0.4305148674027763
e5efa557-e36e-4fca-91d6-65b4b93431bb,2,False,0.4344039354230023,0.4596120196962661,0.42625652107781076
f10d5e61-ff44-4af2-ab8d-f10f65a8b3f0,2,False,0.4344039354230023,0.4596120196962661,0.42625652107781076
f311d1d0-3bf3-4847-87a9-393b162176bd,27,True,0.4347426001495752,0.4598513385910463,0.43072105854620935
f7d0ce0a-0a82-4b3e-9064-75a8fbfe4058,0,False,0.42182047536787276,0.4462294883733492,0.4092006753268784
