iteration,best_ndcg,best_book_ndcg,best_revenue
1,0.4284613179951427,0.44849488502245555,0.40798810003284813
2,0.4284613179951427,0.44849488502245555,0.40798810003284813
3,0.4284613179951427,0.44849488502245555,0.40798810003284813
4,0.4284613179951427,0.44849488502245555,0.40798810003284813
5,0.4284613179951427,0.44849488502245555,0.40798810003284813
6,0.4284613179951427,0.44849488502245555,0.40798810003284813
7,0.4284613179951427,0.44849488502245555,0.40798810003284813
8,0.4284613179951427,0.44849488502245555,0.40798810003284813
9,0.4284613179951427,0.44849488502245555,0.40798810003284813
10,0.4284613179951427,0.44849488502245555,0.40798810003284813
11,0.4284613179951427,0.44849488502245555,0.40798810003284813
12,0.4284613179951427,0.44849488502245555,0.40798810003284813
13,0.4284613179951427,0.44849488502245555,0.40798810003284813
14,0.4284613179951427,0.44849488502245555,0.40798810003284813
15,0.4284613179951427,0.44849488502245555,0.40798810003284813
16,0.4284613179951427,0.44849488502245555,0.40798810003284813
17,0.4284613179951427,0.44849488502245555,0.40798810003284813
18,0.4284613179951427,0.44849488502245555,0.40798810003284813
19,0.4284613179951427,0.44849488502245555,0.40798810003284813
20,0.4284613179951427,0.44849488502245555,0.40798810003284813
21,0.4284613179951427,0.44849488502245555,0.40798810003284813
22,0.4284613179951427,0.44849488502245555,0.40798810003284813
23,0.4284613179951427,0.44849488502245555,0.40798810003284813
24,0.4284613179951427,0.44849488502245555,0.40798810003284813
25,0.4284613179951427,0.44849488502245555,0.40798810003284813
26,0.4284613179951427,0.44849488502245555,0.40798810003284813
27,0.4284613179951427,0.44849488502245555,0.40798810003284813
28,0.4284613179951427,0.44849488502245555,0.40798810003284813
29,0.4284613179951427,0.44849488502245555,0.40798810003284813
30,0.4284613179951427,0.44849488502245555,0.40798810003284813
31,0.4284613179951427,0.44849488502245555,0.40798810003284813
31,0.4284613179951427,0.44849488502245555,0.40798810003284813
32,0.4284613179951427,0.44849488502245555,0.40798810003284813
33,0.4284613179951427,0.44849488502245555,0.40798810003284813
34,0.4284613179951427,0.44849488502245555,0.40798810003284813
35,0.4284613179951427,0.44849488502245555,0.40798810003284813
36,0.4289331409499615,0.45554111270583053,0.41800014922148104
37,0.4289331409499615,0.45554111270583053,0.41800014922148104
38,0.4289331409499615,0.45554111270583053,0.41800014922148104
39,0.4289331409499615,0.45554111270583053,0.41800014922148104
40,0.4289331409499615,0.45554111270583053,0.41800014922148104
