iteration,best_ndcg,best_book_ndcg,best_revenue
1,0.42309388220469496,0.4466295324645567,0.41870352754673446
2,0.4238987028205495,0.446442853498414,0.41379315059403643
3,0.4238987028205495,0.446442853498414,0.41379315059403643
4,0.42412561752229483,0.4483845346886463,0.4104189121649411
5,0.42412561752229483,0.4483845346886463,0.4104189121649411
6,0.42412561752229483,0.4483845346886463,0.4104189121649411
7,0.42412561752229483,0.4483845346886463,0.4104189121649411
8,0.42412561752229483,0.4483845346886463,0.4104189121649411
9,0.42412561752229483,0.4483845346886463,0.4104189121649411
10,0.42412561752229483,0.4483845346886463,0.4104189121649411
11,0.42412561752229483,0.4483845346886463,0.4104189121649411
12,0.42463127403846995,0.44898742882275383,0.41848777721229063
13,0.42463127403846995,0.44898742882275383,0.41848777721229063
14,0.42463127403846995,0.44898742882275383,0.41848777721229063
15,0.42463127403846995,0.44898742882275383,0.41848777721229063
16,0.42463127403846995,0.44898742882275383,0.41848777721229063
17,0.42463127403846995,0.44898742882275383,0.41848777721229063
18,0.42463127403846995,0.44898742882275383,0.41848777721229063
19,0.42463127403846995,0.44898742882275383,0.41848777721229063
20,0.42463127403846995,0.44898742882275383,0.41848777721229063
21,0.42463127403846995,0.44898742882275383,0.41848777721229063
22,0.42463127403846995,0.44898742882275383,0.41848777721229063
23,0.42463127403846995,0.44898742882275383,0.41848777721229063
24,0.42463127403846995,0.44898742882275383,0.41848777721229063
25,0.42463127403846995,0.44898742882275383,0.41848777721229063
26,0.42463127403846995,0.44898742882275383,0.41848777721229063
27,0.42463127403846995,0.44898742882275383,0.41848777721229063
28,0.42463127403846995,0.44898742882275383,0.41848777721229063
29,0.42463127403846995,0.44898742882275383,0.41848777721229063
30,0.42463127403846995,0.44898742882275383,0.41848777721229063
31,0.42463127403846995,0.44898742882275383,0.41848777721229063
32,0.42463127403846995,0.44898742882275383,0.41848777721229063
33,0.42463127403846995,0.44898742882275383,0.41848777721229063
34,0.42463127403846995,0.44898742882275383,0.41848777721229063
35,0.42463127403846995,0.44898742882275383,0.41848777721229063
36,0.42463127403846995,0.44898742882275383,0.41848777721229063
37,0.42463127403846995,0.44898742882275383,0.41848777721229063
38,0.42463127403846995,0.44898742882275383,0.41848777721229063
39,0.42560195942075535,0.4492923675619474,0.4165884604493504
40,0.42560195942075535,0.4492923675619474,0.4165884604493504
