iteration,best_ndcg,best_book_ndcg,best_revenue
1,0.42330254066363265,0.4482455952076563,0.4167955599765582
2,0.42330254066363265,0.4482455952076563,0.4167955599765582
3,0.42330254066363265,0.4482455952076563,0.4167955599765582
4,0.42330254066363265,0.4482455952076563,0.4167955599765582
5,0.42330254066363265,0.4482455952076563,0.4167955599765582
6,0.42330254066363265,0.4482455952076563,0.4167955599765582
7,0.4238703649597431,0.4461104641809896,0.4101874760836849
8,0.4238703649597431,0.4461104641809896,0.4101874760836849
9,0.4238703649597431,0.4461104641809896,0.4101874760836849
10,0.4238703649597431,0.4461104641809896,0.4101874760836849
11,0.4238703649597431,0.4461104641809896,0.4101874760836849
12,0.4238703649597431,0.4461104641809896,0.4101874760836849
13,0.42416460588932703,0.4455521099162983,0.4129119465502301
14,0.42416460588932703,0.4455521099162983,0.4129119465502301
15,0.42416460588932703,0.4455521099162983,0.4129119465502301
16,0.42416460588932703,0.4455521099162983,0.4129119465502301
17,0.42416460588932703,0.4455521099162983,0.4129119465502301
18,0.42416460588932703,0.4455521099162983,0.4129119465502301
19,0.42416460588932703,0.4455521099162983,0.4129119465502301
20,0.42416460588932703,0.4455521099162983,0.4129119465502301
21,0.42416460588932703,0.4455521099162983,0.4129119465502301
22,0.42416460588932703,0.4455521099162983,0.4129119465502301
23,0.42416460588932703,0.4455521099162983,0.4129119465502301
24,0.42416460588932703,0.4455521099162983,0.4129119465502301
25,0.42416460588932703,0.4455521099162983,0.4129119465502301
26,0.42416460588932703,0.4455521099162983,0.4129119465502301
27,0.42416460588932703,0.4455521099162983,0.4129119465502301
28,0.42416460588932703,0.4455521099162983,0.4129119465502301
29,0.42416460588932703,0.4455521099162983,0.4129119465502301
30,0.42416460588932703,0.4455521099162983,0.4129119465502301
31,0.42416460588932703,0.4455521099162983,0.4129119465502301
32,0.4253688994171839,0.44758763256928213,0.4122048599475384
33,0.4253688994171839,0.44758763256928213,0.4122048599475384
34,0.4253688994171839,0.44758763256928213,0.4122048599475384
35,0.4253688994171839,0.44758763256928213,0.4122048599475384
36,0.4253688994171839,0.44758763256928213,0.4122048599475384
37,0.4253688994171839,0.44758763256928213,0.4122048599475384
38,0.4253688994171839,0.44758763256928213,0.4122048599475384
39,0.4253688994171839,0.44758763256928213,0.4122048599475384
40,0.4253688994171839,0.44758763256928213,0.4122048599475384
