name,val_ndcg,val_book_ndcg,val_revenue,test_ndcg,test_book_ndcg,test_revenue
seed_pipeline,0.42182047536787276,0.4462294883733492,0.4092006753268784,0.4221899745992509,0.4443252631922611,0.4105137593622063
lambdamart_optuna,0.43295596251336294,0.4576379058373763,0.425843978703572,0.4295818906251634,0.45266630215796555,0.4230806013717251
pipeline_s0,0.4356379553999852,0.4595446298650472,0.42585026837722084,0.4315921111813656,0.4544527292267474,0.4256788366212136
pipeline_s1,0.4358928300338756,0.4613814616227078,0.4289888680029238,0.4322377468925277,0.45531238468478613,0.42148010606307934
pipeline_s2,0.4398464840271819,0.463415804190431,0.42433406902703774,0.43524493150619065,0.4582341504903982,0.4238556213968823
